id,course_id,question,answer,topic,category,level,status,evidence_count,evidence_1_video_id,evidence_1_video_url,evidence_1_start_timestamp,evidence_1_end_timestamp,evidence_1_score,evidence_2_video_id,evidence_2_video_url,evidence_2_start_timestamp,evidence_2_end_timestamp,evidence_2_score,evidence_3_video_id,evidence_3_video_url,evidence_3_start_timestamp,evidence_3_end_timestamp,evidence_3_score,evidence_4_video_id,evidence_4_video_url,evidence_4_start_timestamp,evidence_4_end_timestamp,evidence_4_score,evidence_5_video_id,evidence_5_video_url,evidence_5_start_timestamp,evidence_5_end_timestamp,evidence_5_score,evidence_6_video_id,evidence_6_video_url,evidence_6_start_timestamp,evidence_6_end_timestamp,evidence_6_score,evidence_7_video_id,evidence_7_video_url,evidence_7_start_timestamp,evidence_7_end_timestamp,evidence_7_score,evidence_8_video_id,evidence_8_video_url,evidence_8_start_timestamp,evidence_8_end_timestamp,evidence_8_score,note
q248,CS431,Ví dụ 'Ông già đi nhanh quá' minh họa khó khăn nào của xử lý ngôn ngữ tự nhiên?,"Ví dụ này minh họa tính nhập nhằng của ngôn ngữ, vì cùng một câu có thể được hiểu theo nhiều cách nếu thiếu ngữ cảnh.",Khó khăn trong NLP,application,medium,,2,30kCjQ0BdUc,https://www.youtube.com/watch?v=30kCjQ0BdUc,0:03:59,0:06:04,3,5DE5HXG8FWk,https://www.youtube.com/watch?v=5DE5HXG8FWk,0:00:17,0:01:22,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
q249,CS431,Vấn đề tách từ trong cụm 'tốc độ truyền thông tin' gây khó khăn ra sao?,"Nếu tách từng tiếng riêng lẻ như tốc, độ, truyền, thông, tin thì các từ không còn mang đúng nghĩa; cần chia theo đơn vị ngữ nghĩa như 'tốc độ' và 'thông tin'.",Khó khăn trong NLP,mechanism,medium,,2,30kCjQ0BdUc,https://www.youtube.com/watch?v=30kCjQ0BdUc,0:06:15,0:07:30,3,cPenwbVXQGM,https://www.youtube.com/watch?v=cPenwbVXQGM,0:01:27,0:02:24,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
q250,CS431,Hãy liệt kê một số ứng dụng phổ biến và điển hình của xử lý ngôn ngữ tự nhiên (NLP).,"Các ứng dụng điển hình bao gồm kiểm tra lỗi chính tả, phát hiện thư rác, gán nhãn từ loại, nhận dạng thực thể tên riêng, tìm kiếm từ khóa, phân tích cảm xúc, dịch máy và rút trích thông tin.",Ứng dụng NLP,application,easy,,3,30kCjQ0BdUc,https://www.youtube.com/watch?v=30kCjQ0BdUc,0:10:06,0:13:42,3,Wi3K4XkzqTA,https://www.youtube.com/watch?v=Wi3K4XkzqTA,0:07:10,0:07:55,3,wdIjgotVuQM,https://www.youtube.com/watch?v=wdIjgotVuQM,0:17:21,0:18:31,2,,,,,,,,,,,,,,,,,,,,,,,,,,
q251,CS431,ChatGPT có thể đáp ứng những nhiệm vụ hoặc khả năng xử lý ngôn ngữ tự nhiên nào?,"ChatGPT có khả năng giải quyết các nhiệm vụ như trả lời câu hỏi, diễn đạt lại câu (paraphrase), sửa lỗi chính tả, tóm tắt văn bản và đối thoại tự nhiên dưới dạng chatbot.",Ứng dụng NLP hiện đại,application,easy,,5,30kCjQ0BdUc,https://www.youtube.com/watch?v=30kCjQ0BdUc,0:13:42,0:15:07,3,Wi3K4XkzqTA,https://www.youtube.com/watch?v=Wi3K4XkzqTA,0:08:22,0:09:18,3,iMfkIHkU6NM,https://www.youtube.com/watch?v=iMfkIHkU6NM,0:04:13,0:05:18,3,2cyeOg51SlE,https://www.youtube.com/watch?v=2cyeOg51SlE,0:00:14,0:00:50,1,4EdX3Ga9YoM,https://www.youtube.com/watch?v=4EdX3Ga9YoM,0:11:57,0:12:47,3,,,,,,,,,,,,,,,,
q252,CS431,Kiến trúc Transformer có thể làm nền tảng cho những lĩnh vực nào ngoài xử lý ngôn ngữ tự nhiên?,"Kiến trúc Transformer được sử dụng rộng rãi làm nền tảng cho xử lý ngôn ngữ tự nhiên (NLP), xử lý hình ảnh (Computer Vision như ViT) và xử lý âm thanh (Speech Processing).",Transformer,application,easy,,6,1tCmeHf1Xk0,https://www.youtube.com/watch?v=1tCmeHf1Xk0,0:00:22,0:00:43,3,u3GD0b9vCDo,https://www.youtube.com/watch?v=u3GD0b9vCDo,0:15:44,0:16:44,3,Wi3K4XkzqTA,https://www.youtube.com/watch?v=Wi3K4XkzqTA,0:09:46,0:10:37,3,2cyeOg51SlE,https://www.youtube.com/watch?v=2cyeOg51SlE,0:00:14,0:00:50,2,7SZcwTvSzO4,https://www.youtube.com/watch?v=7SZcwTvSzO4,0:13:59,0:14:22,1,FVLj-OJBLyI,https://www.youtube.com/watch?v=FVLj-OJBLyI,0:00:14,0:01:34,2,,,,,,,,,,,
q253,CS431,Cơ chế attention trong kiến trúc Transformer gồm những thành phần cơ bản nào?,"Cơ chế attention được cấu thành từ attention score, attention distribution và attention output.",Attention trong Transformer,definition,easy,,4,1tCmeHf1Xk0,https://www.youtube.com/watch?v=1tCmeHf1Xk0,0:00:43,0:01:02,3,jKnjyvvXzXI,https://www.youtube.com/watch?v=jKnjyvvXzXI,0:10:28,0:11:53,3,6spgb9hK5To,https://www.youtube.com/watch?v=6spgb9hK5To,0:00:05,0:01:21,1,CN9KChN5skw,https://www.youtube.com/watch?v=CN9KChN5skw,0:10:31,0:11:40,1,,,,,,,,,,,,,,,,,,,,,
q254,CS431,"Trong cơ chế Attention, các trạng thái ẩn (hidden states) từ chuỗi đầu vào thường đóng vai trò gì?",Các trạng thái ẩn này thường đóng vai trò là 'value' (giá trị) trong cơ chế tính toán trọng số Attention.,Attention trong Transformer,definition,easy,,4,1tCmeHf1Xk0,https://www.youtube.com/watch?v=1tCmeHf1Xk0,0:01:02,0:01:17,3,ROIgZ5tyDFo,https://www.youtube.com/watch?v=ROIgZ5tyDFo,0:06:06,0:07:10,3,NsWX_5oV8bY,https://www.youtube.com/watch?v=NsWX_5oV8bY,0:01:56,0:03:09,1,my3qRjVJ7VM,https://www.youtube.com/watch?v=my3qRjVJ7VM,0:12:32,0:13:29,3,,,,,,,,,,,,,,,,,,,,,
q255,CS431,Mục tiêu của việc tính trọng số giữa query và vector value trong attention là gì?,Mục tiêu là biết tại vị trí hiện tại mô hình nên quan tâm đến từ nào trong chuỗi đầu vào.,Attention trong Transformer,mechanism,medium,,1,1tCmeHf1Xk0,https://www.youtube.com/watch?v=1tCmeHf1Xk0,0:01:17,0:01:36,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
q256,CS431,Bidirectional trong encoder của mô hình đệ quy NLP có nghĩa là gì?,"Bidirectional nghĩa là chuỗi input được đọc hai chiều, từ trái sang phải và từ phải sang trái, để thu được đầy đủ thông tin ngữ cảnh.",Mô hình đệ quy cho NLP,definition,medium,,3,1tCmeHf1Xk0,https://www.youtube.com/watch?v=1tCmeHf1Xk0,0:02:16,0:02:38,3,iMfkIHkU6NM,https://www.youtube.com/watch?v=iMfkIHkU6NM,0:00:48,0:01:53,1,_Cu7kGoRaE0,https://www.youtube.com/watch?v=_Cu7kGoRaE0,0:09:05,0:10:19,2,,,,,,,,,,,,,,,,,,,,,,,,,,
q257,CS431,"Trước khi kiến trúc Transformer ra đời, mô hình mạng nơ-ron nào thường được sử dụng để xử lý dữ liệu dạng chuỗi trong NLP?",Mạng nơ-ron hồi quy RNN với các tế bào LSTM (Long Short-Term Memory) là kiến trúc phổ biến nhất để xử lý chuỗi.,Mô hình đệ quy cho NLP,definition,easy,,4,1tCmeHf1Xk0,https://www.youtube.com/watch?v=1tCmeHf1Xk0,0:02:38,0:03:01,3,wdIjgotVuQM,https://www.youtube.com/watch?v=wdIjgotVuQM,0:16:31,0:17:33,3,vqDSl2cle2o,https://www.youtube.com/watch?v=vqDSl2cle2o,0:23:42,0:25:11,1,Wi3K4XkzqTA,https://www.youtube.com/watch?v=Wi3K4XkzqTA,0:01:01,0:01:52,1,,,,,,,,,,,,,,,,,,,,,
q258,CS431,"Trong mô hình tuần tự của NLP, các vector biểu diễn trạng thái ẩn của bước encoder thường được vẽ bằng màu gì?",Các vector biểu diễn trạng thái ẩn của bước encoder được hiển thị bằng màu xanh.,Mô hình đệ quy cho NLP,definition,easy,,2,1tCmeHf1Xk0,https://www.youtube.com/watch?v=1tCmeHf1Xk0,0:03:01,0:03:18,3,_Cu7kGoRaE0,https://www.youtube.com/watch?v=_Cu7kGoRaE0,0:04:44,0:05:38,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
q259,CS431,"Nếu không có attention, thông tin ở xa phải tương tác qua điều gì?","Nếu không có attention, thông tin của những từ ở xa vẫn tương tác được nhưng phải đi qua số bước di chuyển hoặc biến đổi rất dài.",Attention trong Transformer,comparison,medium,,4,1tCmeHf1Xk0,https://www.youtube.com/watch?v=1tCmeHf1Xk0,0:05:10,0:06:05,3,5DE5HXG8FWk,https://www.youtube.com/watch?v=5DE5HXG8FWk,0:00:17,0:01:22,3,PFMQfuOaEWA,https://www.youtube.com/watch?v=PFMQfuOaEWA,0:11:17,0:12:38,1,UXxELgk5Vws,https://www.youtube.com/watch?v=UXxELgk5Vws,0:00:00,0:00:27,2,,,,,,,,,,,,,,,,,,,,,
q260,CS431,"Trong xử lý ngôn ngữ tự nhiên (NLP), ngôn ngữ được tiếp cận chủ yếu dưới dạng nào?",Ngôn ngữ được tiếp cận chủ yếu dưới dạng chuỗi các ký hiệu hoặc chuỗi các từ (sequence of tokens/words).,Xử lý ngôn ngữ tự nhiên,definition,easy,,3,30kCjQ0BdUc,https://www.youtube.com/watch?v=30kCjQ0BdUc,0:02:27,0:03:00,3,wdIjgotVuQM,https://www.youtube.com/watch?v=wdIjgotVuQM,0:17:21,0:18:31,3,utOha-d0prc,https://www.youtube.com/watch?v=utOha-d0prc,0:00:00,0:00:46,2,,,,,,,,,,,,,,,,,,,,,,,,,,
q261,CS431,Lĩnh vực xử lý ngôn ngữ tự nhiên (NLP) là sự giao thoa giữa những ngành khoa học nào?,"NLP nằm ở giao lộ giữa khoa học máy tính, trí tuệ nhân tạo (AI) và ngôn ngữ học.",Xử lý ngôn ngữ tự nhiên,definition,easy,,3,30kCjQ0BdUc,https://www.youtube.com/watch?v=30kCjQ0BdUc,0:01:46,0:02:07,3,2cyeOg51SlE,https://www.youtube.com/watch?v=2cyeOg51SlE,0:00:14,0:00:50,1,u3GD0b9vCDo,https://www.youtube.com/watch?v=u3GD0b9vCDo,0:12:53,0:13:45,1,,,,,,,,,,,,,,,,,,,,,,,,,,
q262,CS431,Mục tiêu của lĩnh vực xử lý ngôn ngữ tự nhiên là gì?,"Mục tiêu là làm sao cho máy tính có khả năng xử lý ngôn ngữ giống như con người, gồm khả năng hiểu và tạo phản hồi ngôn ngữ.",Xử lý ngôn ngữ tự nhiên,definition,medium,,3,30kCjQ0BdUc,https://www.youtube.com/watch?v=30kCjQ0BdUc,0:02:07,0:03:17,3,2cyeOg51SlE,https://www.youtube.com/watch?v=2cyeOg51SlE,0:00:14,0:00:50,3,u3GD0b9vCDo,https://www.youtube.com/watch?v=u3GD0b9vCDo,0:12:14,0:13:02,2,,,,,,,,,,,,,,,,,,,,,,,,,,
q263,CS431,Khái niệm sinh ngôn ngữ tự nhiên (Generation) trong hệ thống NLP đóng vai trò gì?,Nhiệm vụ sinh ngôn ngữ tự nhiên đảm nhận việc tạo ra văn bản hoặc câu trả lời phản hồi sau khi hệ thống đã hiểu và xử lý thông tin đầu vào.,Natural Language Generation,definition,easy,,3,30kCjQ0BdUc,https://www.youtube.com/watch?v=30kCjQ0BdUc,0:03:02,0:03:29,3,u3GD0b9vCDo,https://www.youtube.com/watch?v=u3GD0b9vCDo,0:15:44,0:16:44,1,2cyeOg51SlE,https://www.youtube.com/watch?v=2cyeOg51SlE,0:00:14,0:00:50,2,,,,,,,,,,,,,,,,,,,,,,,,,,
q264,CS431,Tại sao các thành ngữ (idioms) trong ngôn ngữ tự nhiên lại gây khó khăn cho việc xử lý ngữ nghĩa bằng máy tính?,"Vì ý nghĩa của thành ngữ mang tính biểu trưng, không thể hiểu đơn giản bằng cách dịch từng từ hay phân tích cấu trúc ngữ pháp theo nghĩa đen.",Khó khăn trong NLP,application,medium,,2,30kCjQ0BdUc,https://www.youtube.com/watch?v=30kCjQ0BdUc,0:08:25,0:08:55,3,u3GD0b9vCDo,https://www.youtube.com/watch?v=u3GD0b9vCDo,0:02:10,0:03:07,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
q265,CS431,"Để hiểu nghĩa chính xác của một câu nói, máy tính cần dựa vào những yếu tố hỗ trợ nào ngoài cấu trúc ngữ pháp?",Máy tính cần kết hợp thêm ngữ cảnh thực tế của cuộc trò chuyện và các kiến thức nền (kiến thức thực tế) để hiểu nghĩa chính xác.,Khó khăn trong NLP,mechanism,medium,,3,30kCjQ0BdUc,https://www.youtube.com/watch?v=30kCjQ0BdUc,0:09:04,0:10:04,3,u3GD0b9vCDo,https://www.youtube.com/watch?v=u3GD0b9vCDo,0:12:53,0:13:45,1,2cyeOg51SlE,https://www.youtube.com/watch?v=2cyeOg51SlE,0:03:20,0:04:36,1,,,,,,,,,,,,,,,,,,,,,,,,,,
q266,CS431,Hệ thống lọc thư rác (Spam detection) thường được áp dụng trực tiếp trong dịch vụ nào?,Hệ thống này được triển khai phổ biến trong các dịch vụ email để tự động nhận diện và phân loại thư rác.,Ứng dụng NLP,application,easy,,2,30kCjQ0BdUc,https://www.youtube.com/watch?v=30kCjQ0BdUc,0:10:12,0:10:34,3,oxjqoqQ79O4,https://www.youtube.com/watch?v=oxjqoqQ79O4,0:02:38,0:03:28,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
q267,CS431,Bài toán NER cần xác định điều gì trong câu?,"NER cần xác định từng từ có phải tên riêng của người, tổ chức hoặc địa điểm hay không.",Named Entity Recognition,definition,easy,,1,30kCjQ0BdUc,https://www.youtube.com/watch?v=30kCjQ0BdUc,0:10:50,0:11:12,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
q268,CS431,Nhiệm vụ phân tích cảm xúc (Sentiment Analysis) thực hiện phân loại văn bản theo những hướng cảm xúc nào?,"Nhiệm vụ này phân loại văn bản hoặc các đánh giá thành các nhóm cảm xúc: tích cực, tiêu cực hoặc trung tính.",Sentiment Analysis,definition,easy,,3,30kCjQ0BdUc,https://www.youtube.com/watch?v=30kCjQ0BdUc,0:11:30,0:12:27,3,oxjqoqQ79O4,https://www.youtube.com/watch?v=oxjqoqQ79O4,0:01:55,0:02:43,3,DoXWiAg6UAA,https://www.youtube.com/watch?v=DoXWiAg6UAA,0:06:10,0:07:06,3,,,,,,,,,,,,,,,,,,,,,,,,,,
q269,CS431,Mục tiêu chính của bài toán xác định đại từ tham chiếu (coreference resolution) trong xử lý ngôn ngữ tự nhiên là gì?,Bài toán yêu cầu mô hình xác định được đại từ trong câu đang ám chỉ đến thực thể hoặc danh từ cụ thể nào đã được nhắc đến trước đó.,Coreference resolution,application,medium,,1,30kCjQ0BdUc,https://www.youtube.com/watch?v=30kCjQ0BdUc,0:12:27,0:13:03,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
q270,CS431,Rút trích thông tin trong email có thể hỗ trợ thao tác gì?,"Rút trích thông tin trong email có thể lấy nội dung, thời gian và nơi chốn để giúp đặt hẹn dễ dàng.",Information extraction,application,easy,,1,30kCjQ0BdUc,https://www.youtube.com/watch?v=30kCjQ0BdUc,0:13:23,0:13:42,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
q271,CS431,N-gram là gì và tại sao nó lại quan trọng trong việc đánh giá độ tương đồng của các bản dịch?,"N-gram là một chuỗi các từ liên tiếp trong một văn bản, và nó quan trọng trong việc đánh giá độ tương đồng của các bản dịch vì nó cho phép so sánh không chỉ từng từ mà còn cả cụm từ, từ đó tăng tính chính xác trong việc đánh giá.",N-gram trong dịch máy,definition,medium,,1,--JpgsDEL40,https://www.youtube.com/watch?v=--JpgsDEL40,0:06:35,0:07:35,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
q272,CS431,Vị trí của từ trong từ điển được sử dụng để làm gì trong quá trình mã hóa từ?,Nó được sử dụng để lưu trữ dữ liệu dưới dạng chỉ số vị trí thay vì dữ liệu thô.,Mã hóa từ,mechanism,medium,,1,0DGe4fjr1aw,https://www.youtube.com/watch?v=0DGe4fjr1aw,0:05:33,0:06:24,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
q273,CS431,Lớp cuối cùng trong mạng nơ-ron có vai trò gì trong việc phân loại dữ liệu cũ?,Lớp cuối cùng được sử dụng để phân loại dữ liệu cũ và không thể tái sử dụng.,Phân lớp trong mạng nơ-ron,mechanism,medium,,4,0I8uw0ELYj4,https://www.youtube.com/watch?v=0I8uw0ELYj4,0:05:11,0:06:28,3,40kpU65MMoI,https://www.youtube.com/watch?v=40kpU65MMoI,0:14:51,0:16:03,3,wdIjgotVuQM,https://www.youtube.com/watch?v=wdIjgotVuQM,0:15:50,0:16:40,1,Wi3K4XkzqTA,https://www.youtube.com/watch?v=Wi3K4XkzqTA,0:01:01,0:01:52,2,,,,,,,,,,,,,,,,,,,,,
q274,CS431,Bước encoder trong các mô hình đệ quy cho bài toán NLP hoạt động như thế nào?,Bước encoder thực hiện tính toán theo hai chiều (bi-directional) và được biểu diễn bằng các trạng thái ẩn dưới dạng vector.,Kiến trúc mạng RNN,mechanism,medium,,4,1tCmeHf1Xk0,https://www.youtube.com/watch?v=1tCmeHf1Xk0,0:02:38,0:03:27,3,_Cu7kGoRaE0,https://www.youtube.com/watch?v=_Cu7kGoRaE0,0:01:46,0:02:48,3,my3qRjVJ7VM,https://www.youtube.com/watch?v=my3qRjVJ7VM,0:01:44,0:02:49,1,-7JWQptLoMQ,https://www.youtube.com/watch?v=-7JWQptLoMQ,0:11:05,0:12:17,2,,,,,,,,,,,,,,,,,,,,,
q275,CS431,Những khó khăn nào thường gặp khi làm việc với ngôn ngữ không có chuẩn?,"Các khó khăn bao gồm sự nhập nhằng giữa các ký tự, sự khác biệt trong nghĩa của câu không liên quan trực tiếp đến mặt chữ, và sự phụ thuộc vào ngữ cảnh và kiến thức thực tế.",Thách thức trong xử lý ngôn ngữ tự nhiên,exception,medium,,3,30kCjQ0BdUc,https://www.youtube.com/watch?v=30kCjQ0BdUc,0:07:37,0:08:46,3,u3GD0b9vCDo,https://www.youtube.com/watch?v=u3GD0b9vCDo,0:02:10,0:03:07,1,fazKT_4josc,https://www.youtube.com/watch?v=fazKT_4josc,0:09:33,0:10:33,1,,,,,,,,,,,,,,,,,,,,,,,,,,
q276,CS431,Tại sao việc sử dụng ký tự đặc biệt trong dữ liệu huấn luyện và kiểm tra mô hình lại quan trọng?,"Việc sử dụng ký tự đặc biệt trong dữ liệu huấn luyện và kiểm tra mô hình rất quan trọng vì nó giúp đảm bảo sự đồng nhất trong toàn bộ văn bản, từ đó giúp mô hình hiểu và xử lý dữ liệu một cách chính xác.",Ký tự đặc biệt trong dữ liệu,mechanism,medium,,3,4EdX3Ga9YoM,https://www.youtube.com/watch?v=4EdX3Ga9YoM,0:06:30,0:07:31,3,wdIjgotVuQM,https://www.youtube.com/watch?v=wdIjgotVuQM,0:14:37,0:16:01,3,xptu0eq_CXQ,https://www.youtube.com/watch?v=xptu0eq_CXQ,0:08:47,0:09:42,1,,,,,,,,,,,,,,,,,,,,,,,,,,
q277,CS431,Phép atrous convolution là gì và nó có vai trò gì trong việc tổng hợp thông tin?,Phép atrous convolution là sự kết hợp của thông tin tại nhiều vùng với các kích thước khác nhau.,Phép atrous convolution,definition,medium,,4,4p0L74qD7Lg,https://www.youtube.com/watch?v=4p0L74qD7Lg,0:08:01,0:09:06,3,Kih2WcksxyM,https://www.youtube.com/watch?v=Kih2WcksxyM,0:12:09,0:13:25,2,tMKUb4k5nZw,https://www.youtube.com/watch?v=tMKUb4k5nZw,0:00:24,0:01:20,3,F_EdKKp8Rb4,https://www.youtube.com/watch?v=F_EdKKp8Rb4,0:00:50,0:01:46,1,,,,,,,,,,,,,,,,,,,,,
q278,CS431,Bạn có thể giải thích Sequence Length là gì và tại sao nó lại quan trọng trong việc tương tác giữa các từ trong một chuỗi không?,"Sequence Length là chiều dài của chuỗi, và nó quan trọng vì nó xác định số bước cần thiết để hai từ ở xa nhau có thể tương tác về ngữ nghĩa.",Sequence Length trong ngữ nghĩa,definition,medium,,2,5DE5HXG8FWk,https://www.youtube.com/watch?v=5DE5HXG8FWk,0:02:22,0:03:09,3,7AZr_li6ZtA,https://www.youtube.com/watch?v=7AZr_li6ZtA,0:01:15,0:02:38,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
q279,CS431,Hai cơ chế nào hiện đại và có nhiều ứng dụng trong cuộc sống?,Attention và Transformer.,Cơ chế học sâu,application,medium,,5,6sTFEFKDDqI,https://www.youtube.com/watch?v=6sTFEFKDDqI,0:02:39,0:03:24,3,PFMQfuOaEWA,https://www.youtube.com/watch?v=PFMQfuOaEWA,0:16:24,0:17:16,3,jKnjyvvXzXI,https://www.youtube.com/watch?v=jKnjyvvXzXI,0:10:28,0:11:53,3,4EdX3Ga9YoM,https://www.youtube.com/watch?v=4EdX3Ga9YoM,0:00:00,0:00:50,2,6spgb9hK5To,https://www.youtube.com/watch?v=6spgb9hK5To,0:00:05,0:01:21,1,,,,,,,,,,,,,,,,
q280,CS431,Tại sao một từ trong câu lại có thể có nhiều mối quan hệ?,Một từ có thể tham chiếu đến nhiều từ khác và đóng vai trò khác nhau trong câu.,Mối quan hệ từ trong câu,mechanism,medium,,1,7AZr_li6ZtA,https://www.youtube.com/watch?v=7AZr_li6ZtA,0:04:57,0:06:21,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
q281,CS431,Hai feature map trong mạng CNN khác nhau như thế nào?,"Feature map bên trái phản hồi khi có vùng sáng và bên phải là vùng tối, trong khi feature map bên phải cũng là biên cạnh theo chiều dọc nhưng mang ý nghĩa khác.",Sự khác nhau giữa các feature map,comparison,trung bình,,5,7YLMIKqygPU,https://www.youtube.com/watch?v=7YLMIKqygPU,0:07:00,0:08:15,3,MrCfY40azyU,https://www.youtube.com/watch?v=MrCfY40azyU,0:07:30,0:08:28,3,Kih2WcksxyM,https://www.youtube.com/watch?v=Kih2WcksxyM,0:11:07,0:12:15,1,zxd9u6PjOtw,https://www.youtube.com/watch?v=zxd9u6PjOtw,0:01:47,0:02:54,1,PyC3pl_r8jw,https://www.youtube.com/watch?v=PyC3pl_r8jw,0:09:37,0:10:41,1,,,,,,,,,,,,,,,,
q282,CS431,Hàm sigmoid có giá trị nằm trong khoảng nào?,Giá trị của hàm sigmoid nằm trong khoảng từ 0 đến 1.,Hàm sigmoid,definition,easy,,6,8-3xv_NElG0,https://www.youtube.com/watch?v=8-3xv_NElG0,0:04:04,0:05:17,3,40kpU65MMoI,https://www.youtube.com/watch?v=40kpU65MMoI,0:10:03,0:11:15,3,oxjqoqQ79O4,https://www.youtube.com/watch?v=oxjqoqQ79O4,0:05:41,0:06:42,3,Ds8mbsbarxs,https://www.youtube.com/watch?v=Ds8mbsbarxs,0:01:41,0:02:39,3,DSmR6JSwx5I,https://www.youtube.com/watch?v=DSmR6JSwx5I,0:09:12,0:10:12,1,GRB4B1tWnEo,https://www.youtube.com/watch?v=GRB4B1tWnEo,0:00:14,0:01:15,1,,,,,,,,,,,
q283,CS431,"Trong mạng RNN hai chiều, thông tin ngữ cảnh của một từ được tổng hợp ra sao?","Thông tin ngữ cảnh của một từ trong mạng RNN hai chiều được tổng hợp từ cả hai phía, tức là từ bên trái và bên phải của từ đó.",Bidirectional RNN,mechanism,medium,,5,_Cu7kGoRaE0,https://www.youtube.com/watch?v=_Cu7kGoRaE0,0:05:55,0:07:09,3,-7JWQptLoMQ,https://www.youtube.com/watch?v=-7JWQptLoMQ,0:13:27,0:14:45,3,KjPEqyGCtUs,https://www.youtube.com/watch?v=KjPEqyGCtUs,0:07:23,0:08:24,3,1tCmeHf1Xk0,https://www.youtube.com/watch?v=1tCmeHf1Xk0,0:01:47,0:02:51,3,HKbzvh4rDw0,https://www.youtube.com/watch?v=HKbzvh4rDw0,0:02:32,0:03:34,1,,,,,,,,,,,,,,,,
q284,CS431,"Trong kiến trúc LSTM, thông tin của cell hiện tại được rút trích để đưa vào context vector như thế nào?","Thông tin của cell hiện tại được rút trích thông qua một hàm tăng, và việc có đưa vào context vector hay không phụ thuộc vào input gate.",Kiến trúc LSTM,mechanism,medium,,2,_Km_A2iRUds,https://www.youtube.com/watch?v=_Km_A2iRUds,0:05:32,0:06:24,3,qJj_LY1r91U,https://www.youtube.com/watch?v=qJj_LY1r91U,0:04:23,0:05:51,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
q285,CS431,Sự phụ thuộc của dữ liệu âm thanh và dữ liệu hình ảnh khác nhau ra sao?,"Dữ liệu âm thanh phụ thuộc vào một chiều thời gian, trong khi dữ liệu hình ảnh lại phụ thuộc vào hai chiều không gian.",Sự khác biệt giữa các loại dữ liệu,comparison,medium,,2,_KvZN8-SyvQ,https://www.youtube.com/watch?v=_KvZN8-SyvQ,0:08:07,0:09:00,3,u3GD0b9vCDo,https://www.youtube.com/watch?v=u3GD0b9vCDo,0:03:42,0:04:41,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
q286,CS431,Quá trình biến đổi đầu vào x trong mạng neural thông qua các trọng số theta và hàm kích hoạt sigmoid diễn ra như thế nào?,"Đầu vào x được nhân với trọng số theta, sau đó hàm sigmoid được áp dụng cho từng phần tử đầu ra, và quá trình này được gọi là ElementWise.",Mạng Neural,mechanism,medium,,5,aXB_C9IAyMg,https://www.youtube.com/watch?v=aXB_C9IAyMg,0:06:58,0:07:51,3,DSmR6JSwx5I,https://www.youtube.com/watch?v=DSmR6JSwx5I,0:01:00,0:02:12,3,6spgb9hK5To,https://www.youtube.com/watch?v=6spgb9hK5To,0:16:15,0:17:29,2,MtJDVr5xHB4,https://www.youtube.com/watch?v=MtJDVr5xHB4,0:02:16,0:03:28,1,UJNyIptbcNM,https://www.youtube.com/watch?v=UJNyIptbcNM,0:08:55,0:10:20,2,,,,,,,,,,,,,,,,
q287,CS431,"Khi sử dụng mô hình hồi quy tuyến tính, giá trị đầu vào cần được định dạng như thế nào?","Giá trị đầu vào cần được truyền dưới dạng Numpy Array, cụ thể là sử dụng np.array và reshape để có định dạng phù hợp.",Mô hình hồi quy tuyến tính,mechanism,medium,,2,CqnM7BT7oSU,https://www.youtube.com/watch?v=CqnM7BT7oSU,0:05:38,0:07:19,3,fazKT_4josc,https://www.youtube.com/watch?v=fazKT_4josc,0:06:31,0:07:22,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
q288,CS431,Lớp nào trong mạng neural được sử dụng để kết nối tất cả các node đầu vào với node đầu ra?,Lớp Dense,Mạng Neural,definition,easy,,7,DGNdZGdwihs,https://www.youtube.com/watch?v=DGNdZGdwihs,0:04:41,0:06:33,3,Ds8mbsbarxs,https://www.youtube.com/watch?v=Ds8mbsbarxs,0:05:07,0:06:22,3,6spgb9hK5To,https://www.youtube.com/watch?v=6spgb9hK5To,0:09:36,0:10:54,3,xD-o-30NeBA,https://www.youtube.com/watch?v=xD-o-30NeBA,0:02:23,0:03:07,3,A3iFEk5jllM,https://www.youtube.com/watch?v=A3iFEk5jllM,0:08:22,0:09:30,2,UJNyIptbcNM,https://www.youtube.com/watch?v=UJNyIptbcNM,0:11:00,0:11:52,1,40kpU65MMoI,https://www.youtube.com/watch?v=40kpU65MMoI,0:05:11,0:06:26,1,,,,,,
